,index,ID,Species,Model_name,Reference,Trait,Latitude,Longitude,Kingdom,Phylum,Class,Order,Family,Genus,B0,B0_stderr,E,E stderr,T_pk,T_pk.stderr,E_D ,E_D.stderr,E_D_L,E_D_L stderr,Est.Tpk,Est.Tmin,Est.Tmax,Max response,Donor,Acceptor,R_Squared,AIC,BIC,Plotted,Temp_Vals,Trait_Vals
1153,1451,514,Psychromonas profunda,schoolfield simple,"Xu, Y., Kato, C., Liang, Z., Ruger, H. J., De Kegel, D., & Glansdorff, N. (2003). Psychromonas profunda sp. nov., a psychropiezophilic bacterium from deep Atlantic sediments. International Journal of Systematic and Evolutionary Microbiology, 53(2), 527?532.",Specific Growth Rate,16.56,-17.55,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,-18.38069936,93362926.74,0.675259118,447595701.7,NA,NA,2.528837537,297128375.9,NA,NA,283.46976,277.86976,287.86976,2.17E-08,,,4.86E-09,47.15575125,49.5802845,FALSE,"[ 275.16976  278.21068  281.20943  284.1976   286.1909   288.1208   289.6412
  291.5711   293.2671   294.1443   295.6646   297.1852 ]","[  2.65852800e+00   2.65852800e+00   1.06876800e+00   5.09760001e-01
   1.98720010e-02   9.50400100e-03   2.07360010e-02   1.03680010e-02
   9.99999999e-10   9.99999999e-10   1.20960010e-02   8.64001000e-04]"
1154,1452,514,Psychromonas profunda,schoolfield,"Xu, Y., Kato, C., Liang, Z., Ruger, H. J., De Kegel, D., & Glansdorff, N. (2003). Psychromonas profunda sp. nov., a psychropiezophilic bacterium from deep Atlantic sediments. International Journal of Systematic and Evolutionary Microbiology, 53(2), 527?532.",Specific Growth Rate,16.56,-17.55,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,-18.42686974,332822429.3,0.714996956,167037255.1,NA,NA,2.710999626,485974079.5,-3.63163112,5.04E+14,283.06976,277.86976,287.16976,2.11E-08,,,5.88E-09,51.15575125,54.5500978,FALSE,"[ 275.16976  278.21068  281.20943  284.1976   286.1909   288.1208   289.6412
  291.5711   293.2671   294.1443   295.6646   297.1852 ]","[  2.65852800e+00   2.65852800e+00   1.06876800e+00   5.09760001e-01
   1.98720010e-02   9.50400100e-03   2.07360010e-02   1.03680010e-02
   9.99999999e-10   9.99999999e-10   1.20960010e-02   8.64001000e-04]"
1155,1423,505,Pyrobaculum aerophilum,schoolfield two factor,"Volkl, P., Huber, R., Drobner, E., Rachel, R., Burggraf, S., Trincone, a, & Stetter, K. O. (1993). Pyrobaculum aerophilum sp. nov, a Novel Nitrate- Reducing Hyperthermophilic Archaeum. Applied and Environmental Microbiology, 59(9)(9), 2918?2926.",Specific Growth Rate,40.7,13.91,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,-7.930003024,0.832037892,0.864308428,0.076094067,372.189628,0.246505967,14.58253879,1.774789736,NA,NA,372.1776,367.4776,374.0776,5.91136868,,Oxygen,0.994468632,1.013702295,-0.027500359,FALSE,[ 358.2776  363.2628  369.1975  371.2153  373.233   375.31  ],[ 2.0736   3.34368  5.19264  5.58144  5.56416  2.08224]
1156,1424,505,Pyrobaculum aerophilum,schoolfield simple,"Volkl, P., Huber, R., Drobner, E., Rachel, R., Burggraf, S., Trincone, a, & Stetter, K. O. (1993). Pyrobaculum aerophilum sp. nov, a Novel Nitrate- Reducing Hyperthermophilic Archaeum. Applied and Environmental Microbiology, 59(9)(9), 2918?2926.",Specific Growth Rate,40.7,13.91,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,-7.930003383,0.832038168,0.864308462,0.076094088,NA,NA,14.58253705,1.774784775,NA,NA,372.1776,367.4776,374.0776,5.911368672,,Oxygen,0.994468632,1.013702295,-0.027500359,FALSE,[ 358.2776  363.2628  369.1975  371.2153  373.233   375.31  ],[ 2.0736   3.34368  5.19264  5.58144  5.56416  2.08224]
1157,1425,505,Pyrobaculum aerophilum,schoolfield,"Volkl, P., Huber, R., Drobner, E., Rachel, R., Burggraf, S., Trincone, a, & Stetter, K. O. (1993). Pyrobaculum aerophilum sp. nov, a Novel Nitrate- Reducing Hyperthermophilic Archaeum. Applied and Environmental Microbiology, 59(9)(9), 2918?2926.",Specific Growth Rate,40.7,13.91,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,2.107024526,inf,1.75E-08,inf,NA,NA,17.29262134,inf,-1.676278932,inf,372.3776,366.3776,374.2776,5.770208649,,Oxygen,0.999360764,-7.941050844,-9.39873456,TRUE,[ 358.2776  363.2628  369.1975  371.2153  373.233   375.31  ],[ 2.0736   3.34368  5.19264  5.58144  5.56416  2.08224]
1158,39,13,Pyrobaculum calidifontis,schoolfield two factor,"Amo, T., Paje, M. L. F., Inagaki, A., Ezaki, S., Atomi, H., & Imanaka, T. (2002). Pyrobaculum calidifontis sp. nov., a novel hyperthermophilic archaeon that grows in atmospheric air. Archaea (Vancouver, B.C.), 1(2), 113?121.",Specific Growth Rate,14.1,121.1,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,-11.09909315,0.737005878,1.16161172,0.072074481,365.505915,0.167651185,6.664502151,0.387622295,NA,NA,365.5038,361.0038,368.5038,3.238989774,,Oxygen,0.99859915,-11.32546874,-13.27827918,FALSE,[ 353.1038  358.1098  363.1066  368.1459  371.1805],[ 1.0368   1.87488  2.90304  2.60928  1.08   ]
1159,40,13,Pyrobaculum calidifontis,schoolfield simple,"Amo, T., Paje, M. L. F., Inagaki, A., Ezaki, S., Atomi, H., & Imanaka, T. (2002). Pyrobaculum calidifontis sp. nov., a novel hyperthermophilic archaeon that grows in atmospheric air. Archaea (Vancouver, B.C.), 1(2), 113?121.",Specific Growth Rate,14.1,121.1,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,-11.09909296,0.737005744,1.161611701,0.072074462,NA,NA,6.664502268,0.387622318,NA,NA,365.5038,361.0038,368.5038,3.238989773,,Oxygen,0.99859915,-11.32546874,-13.27827918,TRUE,[ 353.1038  358.1098  363.1066  368.1459  371.1805],[ 1.0368   1.87488  2.90304  2.60928  1.08   ]
1160,315,110,Pyrobaculum islandicum,schoolfield two factor,"1987, Huber R. et al, 'Pyrobaculum gen. nov., a new genus of neutrophilic, rod-shaped archaebacteria from continental solfataras growing optimally at 100C', Arch Microbiol 149, (95-101)",Specific Growth Rate,65.7,-16.77,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,0.316136775,0,0.196079332,0,266.5096224,0,10.36820289,0,NA,NA,348.0208,348.0208,348.3208,5.29E-44,Hydrogen,Sulfur,0,34.72406239,32.77125195,FALSE,[ 363.0208  366.1016  369.1556  372.1327  375.16  ],[ 2.875392  2.86848   3.082752  3.539808  1.607904]
1161,316,110,Pyrobaculum islandicum,schoolfield simple,"1987, Huber R. et al, 'Pyrobaculum gen. nov., a new genus of neutrophilic, rod-shaped archaebacteria from continental solfataras growing optimally at 100C', Arch Microbiol 149, (95-101)",Specific Growth Rate,65.7,-16.77,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,-1.935753994,1.373502771,0.28057181,0.125325526,NA,NA,93.1320741,10511944765,NA,NA,374.3208,362.2208,375.0208,3.607061133,Hydrogen,Sulfur,0.975748621,1.155944041,-0.796866397,TRUE,[ 363.0208  366.1016  369.1556  372.1327  375.16  ],[ 2.875392  2.86848   3.082752  3.539808  1.607904]
1162,643,224,Pyrobaculum oguniense,schoolfield two factor,"Sako, Y., Nunoura, T., & Uchida, A. (2001). Pyrobaculum oguniense sp. nov., a novel facultatively aerobic and hyperthermophilic archaeon growing at up to 97 ∞C. International Journal of Systematic and Evolutionary Microbiology, 51(2), 303?309.",Specific Growth Rate,33.11,131.05,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,-15.48303965,2.368228087,1.659017694,0.238939875,364.9396816,0.51271413,4.584686504,0.609024777,NA,NA,364.9361,360.5361,368.8361,5.988656935,,Oxygen,0.992333504,4.496360144,4.225910889,FALSE,[ 343.6361  348.15    354.0528  358.15    363.8444  368.5667  370.65  ],[ 0.558144  0.827712  1.86624   3.12768   6.02208   4.45824   3.49056 ]
1163,644,224,Pyrobaculum oguniense,schoolfield simple,"Sako, Y., Nunoura, T., & Uchida, A. (2001). Pyrobaculum oguniense sp. nov., a novel facultatively aerobic and hyperthermophilic archaeon growing at up to 97 ∞C. International Journal of Systematic and Evolutionary Microbiology, 51(2), 303?309.",Specific Growth Rate,33.11,131.05,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,-15.48340076,2.367893666,1.659055,0.238906855,NA,NA,4.584567207,0.609129516,NA,NA,364.9361,360.5361,368.8361,5.988629139,,Oxygen,0.992333531,4.49636013,4.225910875,TRUE,[ 343.6361  348.15    354.0528  358.15    363.8444  368.5667  370.65  ],[ 0.558144  0.827712  1.86624   3.12768   6.02208   4.45824   3.49056 ]
1164,645,224,Pyrobaculum oguniense,schoolfield,"Sako, Y., Nunoura, T., & Uchida, A. (2001). Pyrobaculum oguniense sp. nov., a novel facultatively aerobic and hyperthermophilic archaeon growing at up to 97 ∞C. International Journal of Systematic and Evolutionary Microbiology, 51(2), 303?309.",Specific Growth Rate,33.11,131.05,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,1.687635284,0,9.31E-10,0,NA,NA,185.4921485,0,-3.156122298,0,370.1361,359.5361,370.6361,5.302716985,,Oxygen,0.899901236,26.36215555,25.98352659,FALSE,[ 343.6361  348.15    354.0528  358.15    363.8444  368.5667  370.65  ],[ 0.558144  0.827712  1.86624   3.12768   6.02208   4.45824   3.49056 ]
1165,317,111,Pyrobaculum organotrophum,schoolfield two factor,"1987, Huber R. et al, 'Pyrobaculum gen. nov., a new genus of neutrophilic, rod-shaped archaebacteria from continental solfataras growing optimally at 100C', Arch Microbiol 149, (95-101)",Specific Growth Rate,64,-21.19,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,-0.893835327,0,0.173110056,0,307.7694585,0,38.79115341,0,NA,NA,348.1339,348.1339,348.2339,1.05E-71,Hydrogen,Sulfur,0,26.37862802,24.42581758,FALSE,[ 363.1339  366.2402  369.1439  372.159   375.24  ],[ 1.082592  1.078272  1.08432   1.454976  1.45584 ]
1166,318,111,Pyrobaculum organotrophum,schoolfield simple,"1987, Huber R. et al, 'Pyrobaculum gen. nov., a new genus of neutrophilic, rod-shaped archaebacteria from continental solfataras growing optimally at 100C', Arch Microbiol 149, (95-101)",Specific Growth Rate,64,-21.19,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,-3.831669316,0,0.364984729,0,NA,NA,46.3016368,0,NA,NA,NA,NA,NA,NA,Hydrogen,Sulfur,0.768591373,-0.106970809,-2.059781247,TRUE,[ 363.1339  366.2402  369.1439  372.159   375.24  ],[ 1.082592  1.078272  1.08432   1.454976  1.45584 ]
1167,168,58,Pyrococcus abyssi,schoolfield two factor,"Erauso, G., Reysenbach, A. L., Godfroy, A., Meunier, J. R., Crump, B., Partensky, F., ? Prieur, D. (1993). Pyrococcus abyssi sp. nov., a new hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent. Archives of Microbiology, 160(5), 338?349.",Specific Growth Rate,,,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,-4.127400847,1.532077746,0.694707559,0.145077673,371.6855703,0.664467983,23.99684199,11.90589255,NA,NA,371.6882,366.2882,373.0882,39.05991572,,Sulfur,0.907343902,63.53256288,65.04548835,TRUE,"[ 341.1882  345.2127  350.1261  353.2662  358.2536  363.2347  369.1631
  373.31    374.641   376.27  ]","[  1.04544001e-01   3.65558400e+00   9.47462400e+00   1.38240000e+01
   2.35051200e+01   2.90174400e+01   3.02978880e+01   2.48970240e+01
   3.98390400e+00   9.99999999e-10]"
1168,169,58,Pyrococcus abyssi,schoolfield simple,"Erauso, G., Reysenbach, A. L., Godfroy, A., Meunier, J. R., Crump, B., Partensky, F., ? Prieur, D. (1993). Pyrococcus abyssi sp. nov., a new hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent. Archives of Microbiology, 160(5), 338?349.",Specific Growth Rate,,,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,-4.127179804,1.532184331,0.694686594,0.14508223,NA,NA,23.9969947,11.90560287,NA,NA,371.6882,366.2882,373.0882,39.05939899,,Sulfur,0.907344429,63.5325629,65.04548837,FALSE,"[ 341.1882  345.2127  350.1261  353.2662  358.2536  363.2347  369.1631
  373.31    374.641   376.27  ]","[  1.04544001e-01   3.65558400e+00   9.47462400e+00   1.38240000e+01
   2.35051200e+01   2.90174400e+01   3.02978880e+01   2.48970240e+01
   3.98390400e+00   9.99999999e-10]"
1169,170,58,Pyrococcus abyssi,schoolfield,"Erauso, G., Reysenbach, A. L., Godfroy, A., Meunier, J. R., Crump, B., Partensky, F., ? Prieur, D. (1993). Pyrococcus abyssi sp. nov., a new hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent. Archives of Microbiology, 160(5), 338?349.",Specific Growth Rate,,,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,-4.127116433,0,0.694680583,0,NA,NA,23.99704071,0,-5295.845999,0,371.6882,366.2882,373.0882,39.05925137,,Sulfur,0.90734458,67.53256292,69.65065857,FALSE,"[ 341.1882  345.2127  350.1261  353.2662  358.2536  363.2347  369.1631
  373.31    374.641   376.27  ]","[  1.04544001e-01   3.65558400e+00   9.47462400e+00   1.38240000e+01
   2.35051200e+01   2.90174400e+01   3.02978880e+01   2.48970240e+01
   3.98390400e+00   9.99999999e-10]"
1170,186,64,Pyrococcus furiosus,schoolfield two factor,"Fiala, G., & Stetter, K. O. (1986). Pyrococcus furiosus sp. nov. represents a novel genus of marine heterotrophic archaebacteria growing optimally at 100oC. Archives of Microbiology, 145, 56?61.",Specific Growth Rate,,,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,-9.979006023,9.119237255,1.316270041,1.002844762,369.393936,4.019080408,1.714208688,0.454665859,NA,NA,369.4104,358.6104,385.4104,22.78057331,,Acetyl-Phosphate,0.883288834,52.1292072,53.11533008,FALSE,"[ 343.1104  348.262   353.2859  358.1848  363.2437  368.1859  371.2678
  373.247   376.208 ]","[  3.68928   6.59232  12.0096   17.1936   21.5136   18.2304   24.624
  26.8704   18.0576 ]"
1171,187,64,Pyrococcus furiosus,schoolfield simple,"Fiala, G., & Stetter, K. O. (1986). Pyrococcus furiosus sp. nov. represents a novel genus of marine heterotrophic archaebacteria growing optimally at 100oC. Archives of Microbiology, 145, 56?61.",Specific Growth Rate,,,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,-5.175969797,4.162408069,0.789714635,0.435943683,NA,NA,2.193442357,1.582967918,NA,NA,370.1104,360.7104,378.6104,23.69553661,,Acetyl-Phosphate,0.877840788,52.55303248,53.53915537,FALSE,"[ 343.1104  348.262   353.2859  358.1848  363.2437  368.1859  371.2678
  373.247   376.208 ]","[  3.68928   6.59232  12.0096   17.1936   21.5136   18.2304   24.624
  26.8704   18.0576 ]"
1172,188,64,Pyrococcus furiosus,schoolfield,"Fiala, G., & Stetter, K. O. (1986). Pyrococcus furiosus sp. nov. represents a novel genus of marine heterotrophic archaebacteria growing optimally at 100oC. Archives of Microbiology, 145, 56?61.",Specific Growth Rate,,,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,0.162367974,3.99688657,0.26985965,0.358954118,NA,NA,57.46785071,1862254.381,-2.480805477,2.660969569,375.2104,363.6104,376.1104,26.38998187,,Acetyl-Phosphate,0.947239388,48.98636149,50.36693353,TRUE,"[ 343.1104  348.262   353.2859  358.1848  363.2437  368.1859  371.2678
  373.247   376.208 ]","[  3.68928   6.59232  12.0096   17.1936   21.5136   18.2304   24.624
  26.8704   18.0576 ]"
1173,733,254,Pyrococcus glycovorans,schoolfield two factor,"Georges Barbier, Anne Godfroy, Jean-Roch Meunier, Joel Querellou, Marie-Anne Cambon, Francoise Lesongeur, Partick A. D. Grimont and Gerard Raguenes (1999) Pyrococcus glycovorans sp. nov., a hyperthermophilic archaeon isolated from the East Pacific Rise. International Journal of Systematic Bacteriology 49 1829-1837",Specific Growth Rate,,,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,-5.880714145,1.569118874,0.673578002,0.152237911,368.7221428,1.067160074,6.238876621,1.730737648,NA,NA,368.7677,361.8677,372.3677,4.137179356,,,0.879070698,23.06985193,25.89459872,FALSE,"[ 348.1677  352.9026  354.3161  357.8496  357.8496  362.938   364.0687
  368.4504  368.9451  372.7613  373.892   376.436   376.931 ]","[ 1.21824   1.8144    1.1664    3.16224   2.92896   3.3264    3.01536
  3.8016    4.59648   2.66976   2.40192   0.824256  0.813024]"
1174,734,254,Pyrococcus glycovorans,schoolfield simple,"Georges Barbier, Anne Godfroy, Jean-Roch Meunier, Joel Querellou, Marie-Anne Cambon, Francoise Lesongeur, Partick A. D. Grimont and Gerard Raguenes (1999) Pyrococcus glycovorans sp. nov., a hyperthermophilic archaeon isolated from the East Pacific Rise. International Journal of Systematic Bacteriology 49 1829-1837",Specific Growth Rate,,,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,-5.880708245,1.569137081,0.673577423,0.152239345,NA,NA,6.238881977,1.730714943,NA,NA,368.7677,361.8677,372.3677,4.137179079,,,0.879070699,23.06985193,25.89459872,TRUE,"[ 348.1677  352.9026  354.3161  357.8496  357.8496  362.938   364.0687
  368.4504  368.9451  372.7613  373.892   376.436   376.931 ]","[ 1.21824   1.8144    1.1664    3.16224   2.92896   3.3264    3.01536
  3.8016    4.59648   2.66976   2.40192   0.824256  0.813024]"
1175,735,254,Pyrococcus glycovorans,schoolfield,"Georges Barbier, Anne Godfroy, Jean-Roch Meunier, Joel Querellou, Marie-Anne Cambon, Francoise Lesongeur, Partick A. D. Grimont and Gerard Raguenes (1999) Pyrococcus glycovorans sp. nov., a hyperthermophilic archaeon isolated from the East Pacific Rise. International Journal of Systematic Bacteriology 49 1829-1837",Specific Growth Rate,,,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,-2.802959753,16.79215791,0.391513261,1.484486076,NA,NA,6.66936509,2.440754115,-1.754262029,5.501164062,368.7677,360.8677,372.5677,4.044739272,,,0.885705891,26.33676948,30.29141498,FALSE,"[ 348.1677  352.9026  354.3161  357.8496  357.8496  362.938   364.0687
  368.4504  368.9451  372.7613  373.892   376.436   376.931 ]","[ 1.21824   1.8144    1.1664    3.16224   2.92896   3.3264    3.01536
  3.8016    4.59648   2.66976   2.40192   0.824256  0.813024]"
1176,950,341,Pyrococcus horikoshii,schoolfield two factor,"1998, Juan M. Gonz√°lez and Yaeko Masuchi and F. T. Robb and James W. Ammerman and Dennis L. Maeder and Miki Yanagibayashi and J. Tamaoka and Chiaki Kato, 'Pyrococcus horikoshii sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal vent at the Okinawa Trough'. Extremophiles, 2(2),pp123-130",Specific Growth Rate,27.33,126.57,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,-4.298699879,1.554691995,0.737138845,0.147640382,369.8755915,0.76746049,8.081899318,2.121830601,NA,NA,369.8265,363.8265,372.8265,44.37370491,,,0.969809026,34.91346434,33.87226168,FALSE,[ 353.0265  358.0753  368.1629  371.1684  373.215   375.046 ],[ 16.83936   22.582368  40.947552  45.440352  27.63936   17.359488]
1177,951,341,Pyrococcus horikoshii,schoolfield simple,"1998, Juan M. Gonz√°lez and Yaeko Masuchi and F. T. Robb and James W. Ammerman and Dennis L. Maeder and Miki Yanagibayashi and J. Tamaoka and Chiaki Kato, 'Pyrococcus horikoshii sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal vent at the Okinawa Trough'. Extremophiles, 2(2),pp123-130",Specific Growth Rate,27.33,126.57,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,-4.298601949,1.554759788,0.737129114,0.147645767,NA,NA,8.082090424,2.12166884,NA,NA,369.8265,363.8265,372.8265,44.37361856,,,0.969809021,34.91346433,33.87226168,TRUE,[ 353.0265  358.0753  368.1629  371.1684  373.215   375.046 ],[ 16.83936   22.582368  40.947552  45.440352  27.63936   17.359488]
1178,952,341,Pyrococcus horikoshii,schoolfield,"1998, Juan M. Gonz√°lez and Yaeko Masuchi and F. T. Robb and James W. Ammerman and Dennis L. Maeder and Miki Yanagibayashi and J. Tamaoka and Chiaki Kato, 'Pyrococcus horikoshii sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal vent at the Okinawa Trough'. Extremophiles, 2(2),pp123-130",Specific Growth Rate,27.33,126.57,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,-23.85685152,0,2.52771322,0,NA,NA,7.617432605,0,-478.4451034,0,370.1265,367.2265,372.5265,47.35959359,,,0.273456803,60.37911289,58.92142918,FALSE,[ 353.0265  358.0753  368.1629  371.1684  373.215   375.046 ],[ 16.83936   22.582368  40.947552  45.440352  27.63936   17.359488]
1179,516,181,Pyrococcus sp 'KOD1',schoolfield two factor,"Morikawa, M., Izawa, Y., Rashid, N., Hoaki, T., & Imanaka, T. (1994). Purification and characterization of a thermostable thiol protease from a newly isolated hyperthermophilic Pyrococcus sp. Applied and Environmental Microbiology, 60(12), 4559?4566.",Cell Count,29.22,129.32,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,29.00424142,1.323407035,0.271355654,0.136618359,365.7673719,3.060617579,7.074219604,4.368906379,NA,NA,365.7202,352.4202,370.0202,7.03E+13,,Sulfur,0.774102429,509.7378702,510.1350779,TRUE,"[ 338.0202  343.1919  348.5623  353.52    358.4729  363.1443  368.2294
  373.47  ]","[  1.71851439e+13   5.44139624e+13   5.59949138e+13   5.74017712e+13
   5.96614533e+13   6.29421595e+13   6.62263990e+13   1.69757614e+13]"
1180,517,181,Pyrococcus sp 'KOD1',schoolfield simple,"Morikawa, M., Izawa, Y., Rashid, N., Hoaki, T., & Imanaka, T. (1994). Purification and characterization of a thermostable thiol protease from a newly isolated hyperthermophilic Pyrococcus sp. Applied and Environmental Microbiology, 60(12), 4559?4566.",Cell Count,29.22,129.32,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,29.0042323,1.323427505,0.271356702,0.13661961,NA,NA,7.074114113,4.368049984,NA,NA,365.7202,352.4202,370.0202,7.03E+13,,Sulfur,0.774102438,509.7378702,510.1350779,FALSE,"[ 338.0202  343.1919  348.5623  353.52    358.4729  363.1443  368.2294
  373.47  ]","[  1.71851439e+13   5.44139624e+13   5.59949138e+13   5.74017712e+13
   5.96614533e+13   6.29421595e+13   6.62263990e+13   1.69757614e+13]"
1181,518,181,Pyrococcus sp 'KOD1',schoolfield,"Morikawa, M., Izawa, Y., Rashid, N., Hoaki, T., & Imanaka, T. (1994). Purification and characterization of a thermostable thiol protease from a newly isolated hyperthermophilic Pyrococcus sp. Applied and Environmental Microbiology, 60(12), 4559?4566.",Cell Count,29.22,129.32,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,31.60834058,0,4.85E-09,0,NA,NA,36.9635702,0,-32.70778424,0,NA,NA,NA,NA,,Sulfur,0.410547607,521.409107,521.9651978,FALSE,"[ 338.0202  343.1919  348.5623  353.52    358.4729  363.1443  368.2294
  373.47  ]","[  1.71851439e+13   5.44139624e+13   5.59949138e+13   5.74017712e+13
   5.96614533e+13   6.29421595e+13   6.62263990e+13   1.69757614e+13]"
1182,68,23,Pyrolobus fumarii,schoolfield two factor,"1997, Blˆchl, E. et al, 'Pyrolobus fumarii, gen. and sp. nov., represents a novel group of archaea, extending the upper temperature limit for life to 113∞C', Extremophiles 1 (14-21)",Specific Growth Rate,26.1367,-44.8267,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrolobus,-44.95889309,11.91574095,4.130397933,1.035289608,377.3004647,0.263582106,12.59333403,1.712011424,NA,NA,377.3012,375.5012,378.8012,21.48296297,Hydrogen,Nitrate,0.975020828,30.42215206,30.1517028,TRUE,[ 369.2012  373.204   375.67    378.662   380.684   382.746   384.646 ],[  2.64384    7.6464    16.8048    17.412192   4.76928    3.22272    2.05632 ]
1183,69,23,Pyrolobus fumarii,schoolfield simple,"1997, Blˆchl, E. et al, 'Pyrolobus fumarii, gen. and sp. nov., represents a novel group of archaea, extending the upper temperature limit for life to 113∞C', Extremophiles 1 (14-21)",Specific Growth Rate,26.1367,-44.8267,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrolobus,-34.01672227,11.27531751,3.175856757,0.979898986,NA,NA,13.71722817,2.621380418,NA,NA,377.6012,375.6012,379.0012,20.61661463,Hydrogen,Nitrate,0.962667042,32.86420595,32.59375669,FALSE,[ 369.2012  373.204   375.67    378.662   380.684   382.746   384.646 ],[  2.64384    7.6464    16.8048    17.412192   4.76928    3.22272    2.05632 ]
1184,70,23,Pyrolobus fumarii,schoolfield,"1997, Blˆchl, E. et al, 'Pyrolobus fumarii, gen. and sp. nov., represents a novel group of archaea, extending the upper temperature limit for life to 113∞C', Extremophiles 1 (14-21)",Specific Growth Rate,26.1367,-44.8267,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrolobus,-4.321491328,536.0144887,0.675820975,45.35764569,NA,NA,11.29179478,26.39763169,-4.769860448,29.67819611,377.4012,375.3012,379.0012,20.46509491,Hydrogen,Nitrate,0.968051403,36.42782206,36.0491931,FALSE,[ 369.2012  373.204   375.67    378.662   380.684   382.746   384.646 ],[  2.64384    7.6464    16.8048    17.412192   4.76928    3.22272    2.05632 ]
1185,444,155,Ralstonia sp. K8,schoolfield two factor,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",Specific Growth Rate,60.51,25.16,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,-4.204887382,0.656693381,1.194044577,0.288377258,298.5239957,0.846899171,2.122692433,0.218255858,NA,NA,298.562,292.962,304.662,0.486182551,,,0.940296716,-37.37764436,-34.55289757,TRUE,"[ 277.262  280.125  282.938  284.887  287.728  290.762  292.881  294.845
  297.661  300.847  302.599  305.773  307.685]","[ 0.014688  0.10368   0.072576  0.094176  0.156384  0.324     0.33264
  0.476064  0.42336   0.494208  0.40608   0.3888    0.227232]"
