,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max.response,Slope,Intercept,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,B0.max,B0.min,E.max,E.min,Tpk.max,Tpk.min,Response.max,Response.min,ED.max,ED.min,EDL.max,EDL.min,TH.max,TH.min,THL.max,THL.min,Slope.max,Slope.min,Intercept.max,Intercept.min,Temperature,Response,Original_Data
434_Sch_O_model_point_221,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.268000000005,0.007079691788211505,False
434_Sch_O_model_point_222,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.368000000005,0.007086491585559274,False
434_Sch_O_model_point_223,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.468000000005,0.0070931295665745886,False
434_Sch_O_model_point_224,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.56800000000504,0.007099587825843943,False
434_Sch_O_model_point_225,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.66800000000507,0.007105845994386594,False
434_Sch_O_model_point_226,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.7680000000051,0.007111880928743522,False
434_Sch_O_model_point_227,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.8680000000051,0.007117666361721645,False
434_Sch_O_model_point_228,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.96800000000513,0.00712317251048232,False
434_Sch_O_model_point_229,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.06800000000516,0.0071283656372868095,False
434_Sch_O_model_point_230,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.1680000000052,0.0071332075578352415,False
434_Sch_O_model_point_231,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.2680000000052,0.007137655091771543,False
434_Sch_O_model_point_232,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.3680000000052,0.007141659449592293,False
434_Sch_O_model_point_233,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.46800000000525,0.007145165549915286,False
434_Sch_O_model_point_234,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.56800000000527,0.007148111260864321,False
434_Sch_O_model_point_235,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.6680000000053,0.007150426559249833,False
434_Sch_O_model_point_236,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.7680000000053,0.007152032601322142,False
434_Sch_O_model_point_237,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.86800000000534,0.0071528406992100654,False
434_Sch_O_model_point_238,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.96800000000536,0.007152751197815155,False
434_Sch_O_model_point_239,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.0680000000054,0.007151652248013227,False
434_Sch_O_model_point_240,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.1680000000054,0.007149418473646733,False
434_Sch_O_model_point_241,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.26800000000543,0.00714590953212756,False
434_Sch_O_model_point_242,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.36800000000545,0.007140968571694447,False
434_Sch_O_model_point_243,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.4680000000055,0.007134420592699987,False
434_Sch_O_model_point_244,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.5680000000055,0.0071260707259906755,False
434_Sch_O_model_point_245,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.6680000000055,0.00711570244877367,False
434_Sch_O_model_point_246,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.76800000000554,0.007103075767645838,False
434_Sch_O_model_point_247,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.86800000000557,0.007087925410018395,False
434_Sch_O_model_point_248,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.9680000000056,0.007069959079321023,False
434_Sch_O_model_point_249,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.0680000000056,0.0070488558463875335,False
434_Sch_O_model_point_250,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.16800000000563,0.007024264769495029,False
434_Sch_O_model_point_251,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.26800000000566,0.006995803858672326,False
434_Sch_O_model_point_252,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.3680000000057,0.0069630595258735285,False
434_Sch_O_model_point_253,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.4680000000057,0.006925586690814363,False
434_Sch_O_model_point_254,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.5680000000057,0.006882909741541751,False
434_Sch_O_model_point_255,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.66800000000575,0.006834524577302494,False
434_Sch_O_model_point_256,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.76800000000577,0.006779901986255227,False
434_Sch_O_model_point_257,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.8680000000058,0.006718492628246888,False
434_Sch_O_model_point_258,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.9680000000058,0.006649733898306119,False
434_Sch_O_model_point_259,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.06800000000584,0.006573058933604729,False
434_Sch_O_model_point_260,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.16800000000586,0.006487907988383716,False
434_Sch_O_model_point_261,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.2680000000059,0.006393742330283763,False
434_Sch_O_model_point_262,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.3680000000059,0.006290060700661946,False
434_Sch_O_model_point_263,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.46800000000593,0.006176418225620532,False
434_Sch_O_model_point_264,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.56800000000595,0.006052447461982593,False
434_Sch_O_model_point_265,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.668000000006,0.005917881017365828,False
434_Sch_O_model_point_266,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.768000000006,0.005772574907666448,False
434_Sch_O_model_point_267,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.868000000006,0.00561653152996347,False
434_Sch_O_model_point_268,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.96800000000604,0.005449920865359045,False
434_Sch_O_model_point_269,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.06800000000607,0.005273098324454619,False
434_Sch_O_model_point_270,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.1680000000061,0.0050866175526240376,False
434_Sch_O_model_point_271,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.2680000000061,0.004891236565716972,False
434_Sch_O_model_point_272,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.36800000000613,0.0046879158213883445,False
434_Sch_O_model_point_273,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.46800000000616,0.004477807258793589,False
434_Sch_O_model_point_274,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.5680000000062,0.004262233943527139,False
434_Sch_O_model_point_275,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.6680000000062,0.0040426606869133,False
434_Sch_O_model_point_276,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.7680000000062,0.0038206567909289117,False
434_Sch_O_model_point_277,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.86800000000625,0.003597852804302116,False
434_Sch_O_model_point_278,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.96800000000627,0.003375893760243731,False
434_Sch_O_model_point_279,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0680000000063,0.003156391715962278,False
434_Sch_O_model_point_280,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.1680000000063,0.0029408804757867025,False
434_Sch_O_model_point_281,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.26800000000634,0.0027307751448013874,False
434_Sch_O_model_point_282,Halomonas subglaciescola,schoolfield,Specific Growth Rate,-5.175159055996277,0.07507561218167258,NA,9.353764330634364,-2.5260282536616594,295.868,282.768,298.968,0.00715284069921,NA,NA,0.9748814785675599,-262.0900816091853,-254.2575882007918,1,False,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.36800000000636,0.0025273386657573838,False
