,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max.response,Slope,Intercept,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,B0.max,B0.min,E.max,E.min,Tpk.max,Tpk.min,Response.max,Response.min,ED.max,ED.min,EDL.max,EDL.min,TH.max,TH.min,THL.max,THL.min,Slope.max,Slope.min,Intercept.max,Intercept.min,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,Best_Guess
275_Sch_OS,Spiroplasma n525,schoolfield simple,Specific Growth Rate,-3.4300934190928216,1.200946293114706,NA,2.6577417438154556,NA,304.55,299.75,309.35,3.42170393967,NA,NA,0.9747803777025636,-11.398722170236265,-11.351532608065764,2,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,22,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
318_Sch_O,Spiroplasma pals-1,schoolfield,Specific Growth Rate,-2.4348865981619268,1.1285112482791848,NA,5.00911762822635,-1.79912577302,304.25,300.65,306.85,9.0512874931,NA,NA,0.9998400700256872,-32.59704455107152,-30.975673507684327,1,False,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,65,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
318_Sch_OS,Spiroplasma pals-1,schoolfield simple,Specific Growth Rate,-2.6076665764738434,1.1725956168834775,NA,4.969114379195116,NA,304.15,300.65,306.85,9.06525988677,NA,NA,0.9996994869427861,-31.9602283002066,-30.230677554930036,2,False,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,65,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
318_Sch_TF,Spiroplasma pals-1,schoolfield two factor,Specific Growth Rate,-2.6076658943267725,1.1725954357356096,304.186817218,4.969114479958271,NA,304.15,300.65,306.85,9.06525971462,NA,NA,0.9996994871621404,-31.960228300110977,-30.23067755483441,3,False,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,65,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
319_Sch_TF,Spiroplasma plhs-1,schoolfield two factor,Specific Growth Rate,-2.790000864953901,0.9987139563116624,301.759095696,6.785133563323724,NA,301.75,298.35,303.85,2.92170398753,NA,NA,0.9997188152840383,-43.45622267088638,-42.49742532474611,1,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,66,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
319_Sch_OS,Spiroplasma plhs-1,schoolfield simple,Specific Growth Rate,-2.790000875153274,0.99871395956423,NA,6.785133545592865,NA,301.75,298.35,303.85,2.92170406467,NA,NA,0.9997188152843709,-43.45622267088622,-42.49742532474595,2,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,66,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
319_Sch_O,Spiroplasma plhs-1,schoolfield,Specific Growth Rate,-2.2309876192706306,0.9788019001980547,NA,6.767387226299248,-0.0504841377162,301.75,298.35,303.85,2.92145757637,NA,NA,0.9997188360991918,-39.45641464226357,-38.914098357667186,3,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,66,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
306_Sch_TF,Spiroplasma pup-1,schoolfield two factor,Specific Growth Rate,-4.91907381023879,1.5120972574491156,306.846773641,1.930759946530793,NA,306.85,300.05,316.95,1.83077657902,NA,NA,1.0,-257.79402947181933,-258.86255766621986,1,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,53,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
306_Sch_OS,Spiroplasma pup-1,schoolfield simple,Specific Growth Rate,-4.6617266018613694,1.3994115909865243,NA,2.2442352321890646,NA,304.95,299.55,311.35,1.74655957476,NA,NA,0.999960444225681,-36.930587285070644,-37.99911547947119,2,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,53,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
297_Sch_TF,Spiroplasma sabaudiense,schoolfield two factor,Specific Growth Rate,-2.332772743059709,0.937326983049645,302.830511405,6.226401035394801,NA,302.85,299.15,305.15,4.07863169814,NA,NA,0.9998825587340724,-43.05818298514171,-42.09938563900144,1,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,44,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,sabaudiense,True,Aerobic
297_Sch_OS,Spiroplasma sabaudiense,schoolfield simple,Specific Growth Rate,-2.332772742140974,0.9373269826966799,NA,6.226401047800511,NA,302.85,299.15,305.15,4.07863169877,NA,NA,0.9998825587341303,-43.058182985141684,-42.09938563900141,2,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,44,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,sabaudiense,True,Aerobic
297_Sch_O,Spiroplasma sabaudiense,schoolfield,Specific Growth Rate,-1.6396191149690804,0.9373254507153724,NA,6.226399036530335,-3.49643946584e-06,302.85,299.15,305.15,4.07863171202,NA,NA,0.999882559124681,-39.05818298323052,-38.51586669863414,3,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,44,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,sabaudiense,True,Aerobic
291_Sch_TF,Spiroplasma taas-1,schoolfield two factor,Specific Growth Rate,-3.84684416994828,1.3773881672974433,308.582001138,6.21770028242782,NA,308.55,305.55,310.75,13.7308846512,NA,NA,0.9974564599703809,-13.802318974024875,-12.07276822874831,1,False,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,38,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
291_Sch_OS,Spiroplasma taas-1,schoolfield simple,Specific Growth Rate,-3.846844703001096,1.3773882932641839,NA,6.217699937296746,NA,308.55,305.55,310.75,13.7308848652,NA,NA,0.9974564599012988,-13.802318974022054,-12.072768228745488,2,False,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,38,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
291_Sch_O,Spiroplasma taas-1,schoolfield,Specific Growth Rate,-3.5817962044751765,1.3165702902268368,NA,6.25447383780753,-2.97484049688,308.65,305.55,310.85,13.587083602,NA,NA,0.9978028834292364,-10.858576336013147,-9.237205292625955,3,False,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,38,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
305_Sch_O,Spiroplasma taas-2,schoolfield,Specific Growth Rate,-2.047712339874645,0.9906587779016037,NA,5.367990507226867,-23.9668858184,305.25,301.45,307.85,8.77938346966,NA,NA,0.9994504218827307,-20.260488237455007,-19.718171952858622,1,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,52,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
305_Sch_OS,Spiroplasma taas-2,schoolfield simple,Specific Growth Rate,-2.266787583191183,1.048322797837053,NA,5.160509705850867,NA,305.15,301.35,307.75,8.75441813018,NA,NA,0.9981083553064485,-16.830040615075227,-15.871243268934952,2,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,52,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
305_Sch_TF,Spiroplasma taas-2,schoolfield two factor,Specific Growth Rate,-2.2667876021888835,1.0483228031455867,305.107847305,5.160509677737915,NA,305.15,301.35,307.75,8.75441812445,NA,NA,0.9981083553023484,-16.830040615075227,-15.871243268934952,3,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,52,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
313_Sch_TF,Spiroplasma tabs-1,schoolfield two factor,Specific Growth Rate,-3.499918888616341,1.198872596135328,308.883403684,29.10547305452842,NA,308.85,306.65,309.65,10.4661498446,NA,NA,0.9499272352198853,-0.4745364978129878,-0.42734693564248616,1,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,60,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
313_Sch_OS,Spiroplasma tabs-1,schoolfield simple,Specific Growth Rate,-3.4999189842603853,1.1988726234541187,NA,28.3205185520132,NA,308.85,306.65,309.55,10.4157162907,NA,NA,0.949927262372309,-0.4745357522288014,-0.42734619005829977,2,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,60,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
320_Sch_OS,Spiroplasma tabs-2,schoolfield simple,Specific Growth Rate,-3.2995415903044143,1.2106307831128014,NA,5.659499696963307,NA,304.35,301.15,306.75,5.68638182539,NA,NA,0.9998873251041738,-30.75095753414159,-30.70376797197109,1,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,67,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
320_Sch_TF,Spiroplasma tabs-2,schoolfield two factor,Specific Growth Rate,-3.2995416030285516,1.2106307867102535,304.399521273,5.659499683659001,NA,304.35,301.15,306.75,5.6863818256,NA,NA,0.9998873251039547,-30.75095753414027,-30.703767971969768,2,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,67,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
310_Sch_TF,Spiroplasma taiwanense,schoolfield two factor,Specific Growth Rate,-5.934579623638988,1.989975128936138,301.294148375,4.53862666965767,NA,301.25,298.45,303.95,3.98683280667,NA,NA,1.0,-244.83743291640877,-245.90596111080933,1,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,57,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,taiwanense,True,Aerobic
310_Sch_OS,Spiroplasma taiwanense,schoolfield simple,Specific Growth Rate,-4.224207497334193,1.4711479960345026,NA,4.986566429397029,NA,301.75,298.75,304.25,3.86653795563,NA,NA,0.9808089891251515,-7.9690394941842015,-9.037567688584748,2,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,57,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,taiwanense,True,Aerobic
321_Sch_TF,Spiroplasma tals-2,schoolfield two factor,Specific Growth Rate,-8.496922393489342,2.382477917682814,303.693668466,5.330843969444197,NA,303.65,301.25,306.05,2.96651401676,NA,NA,0.9864158957261627,-12.544818934250017,-12.497629372079516,1,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,68,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
321_Sch_OS,Spiroplasma tals-2,schoolfield simple,Specific Growth Rate,-8.49692128734036,2.3824776227030307,NA,5.330843931887749,NA,303.65,301.25,306.05,2.96651398484,NA,NA,0.9864158948514941,-12.54481893419402,-12.497629372023518,2,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,68,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
312_Sch_OS,Spiroplasma tass-1,schoolfield simple,Specific Growth Rate,-1.1093475086196287,0.6533027881225,NA,6.274212922800576,NA,304.85,300.05,307.35,5.27487526284,NA,NA,0.9323194045911386,-1.4818699969378066,-0.5230726507975323,1,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,59,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
312_Sch_TF,Spiroplasma tass-1,schoolfield two factor,Specific Growth Rate,-1.1093496501577564,0.6533035409893727,304.814100506,6.274190871063768,NA,304.85,300.05,307.35,5.27487313514,NA,NA,0.9323194088186887,-1.4818699944406752,-0.5230726483004009,2,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,59,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
312_Sch_O,Spiroplasma tass-1,schoolfield,Specific Growth Rate,-0.4162039861462553,0.6533041159179548,NA,6.274170695479555,-1.62211832855e-09,304.85,300.05,307.35,5.27487106167,NA,NA,0.9323194145141702,2.518130008017369,3.0604462926137543,3,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,59,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
323_Sch_TF,Spiroplasma taus-1,schoolfield two factor,Specific Growth Rate,-10.76173565860326,3.1582321090231833,303.017229372,4.924950001964045,NA,303.05,300.55,305.95,4.19541397595,NA,NA,0.9045314081423015,-0.9792219853382562,-0.020424639197981875,1,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,70,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
323_Sch_OS,Spiroplasma taus-1,schoolfield simple,Specific Growth Rate,-7.935400960239715,2.3857891847545316,NA,4.447058348119817,NA,303.45,300.65,306.35,4.061010991,NA,NA,0.8961533827629863,-0.8854149963225559,0.0733823498177184,2,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,70,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
323_Sch_O,Spiroplasma taus-1,schoolfield,Specific Growth Rate,-7.7306365507832915,2.3297394700677363,NA,4.4188750735564035,-9.90881393105,303.45,300.65,306.35,4.05073777999,NA,NA,0.8952689464385896,3.1340393521770338,3.676355636773419,3,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,70,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
311_Sch_O,Spiroplasma tg-1,schoolfield,Specific Growth Rate,-1.015616309544091,0.5985584337472397,NA,4.31673543447079,-2.79491004209,304.25,299.05,307.55,4.13510549717,NA,NA,1.0,-375.0513563900157,-374.50904010541933,1,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,58,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
311_Sch_OS,Spiroplasma tg-1,schoolfield simple,Specific Growth Rate,-2.960734312356755,1.1310365502189121,NA,3.5569730973238345,NA,303.35,299.25,306.85,4.22817390382,NA,NA,0.9887704271067641,-14.991757697380741,-14.032960351240467,2,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,58,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
311_Sch_TF,Spiroplasma tg-1,schoolfield two factor,Specific Growth Rate,-2.9607226012807035,1.1310325087628539,303.370840388,3.556983949834377,NA,303.35,299.25,306.85,4.22817400189,NA,NA,0.9887704229455494,-14.991757692250019,-14.032960346109745,3,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,58,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
322_Sch_O,Spiroplasma tius-1,schoolfield,Specific Growth Rate,0.16612763450052515,0.3357411601247463,NA,71.13079036775227,-1.66931203622,304.45,299.25,304.95,4.90482131521,NA,NA,0.9996299128362512,-30.893092808825998,-30.350776524229612,1,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,69,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
